"","Countrycode","Country.or.Area","Subgroup","Source","Year","Value","Region"
"265","BGD","Bangladesh","Male","UNESCO_UIS Database_Sep2007",2002,5364612,"South Asia"
"266","BGD","Bangladesh","Female","UNESCO_UIS Database_Sep2007",2005,5133771,"South Asia"
"267","BGR","Bulgaria","Female","UNESCO_UIS Database_Sep2007",2000,335110,"Europe & Central Asia"
"268","BGR","Bulgaria","Male","UNESCO_UIS Database_Sep2007",1999,362470,"Europe & Central Asia"
"269","BGR","Bulgaria","Male","UNESCO_UIS Database_Sep2007",2000,360963,"Europe & Central Asia"
"270","BGR","Bulgaria","Female","UNESCO_UIS Database_Sep2007",2004,336281,"Europe & Central Asia"
"271","BGR","Bulgaria","Female","UNESCO_UIS Database_Sep2007",2001,335009,"Europe & Central Asia"
"272","BGR","Bulgaria","Female","UNESCO_UIS Database_Sep2007",2002,333735,"Europe & Central Asia"
"273","BGR","Bulgaria","Female","UNESCO_UIS Database_Sep2007",2003,340145,"Europe & Central Asia"
"274","BGR","Bulgaria","Male","UNESCO_UIS Database_Sep2007",2001,360465,"Europe & Central Asia"
"275","BGR","Bulgaria","Female","UNESCO_UIS Database_Sep2007",2005,326734,"Europe & Central Asia"
"276","BGR","Bulgaria","Male","UNESCO_UIS Database_Sep2007",2002,359554,"Europe & Central Asia"
"277","BGR","Bulgaria","Male","UNESCO_UIS Database_Sep2007",2003,367106,"Europe & Central Asia"
"278","BGR","Bulgaria","Female","UNESCO_UIS Database_Sep2007",1999,337487,"Europe & Central Asia"
"279","BGR","Bulgaria","Male","UNESCO_UIS Database_Sep2007",2005,358906,"Europe & Central Asia"
"280","BGR","Bulgaria","Male","UNESCO_UIS Database_Sep2007",2004,368397,"Europe & Central Asia"
"281","BHR","Bahrain","Female","UNESCO_UIS Database_Sep2007",2002,32671,"Middle East & North Africa"
"282","BHR","Bahrain","Female","UNESCO_UIS Database_Sep2007",1999,29903,"Middle East & North Africa"
"283","BHR","Bahrain","Male","UNESCO_UIS Database_Sep2007",2002,31768,"Middle East & North Africa"
"284","BHR","Bahrain","Male","UNESCO_UIS Database_Sep2007",2003,33448,"Middle East & North Africa"
"285","BHR","Bahrain","Female","UNESCO_UIS Database_Sep2007",2003,33712,"Middle East & North Africa"
"286","BHR","Bahrain","Female","UNESCO_UIS Database_Sep2007",2001,31705,"Middle East & North Africa"
"287","BHR","Bahrain","Female","UNESCO_UIS Database_Sep2007",2004,34743,"Middle East & North Africa"
"288","BHR","Bahrain","Female","UNESCO_UIS Database_Sep2007",2005,35799,"Middle East & North Africa"
"289","BHR","Bahrain","Male","UNESCO_UIS Database_Sep2007",2004,34895,"Middle East & North Africa"
"290","BHR","Bahrain","Female","UNESCO_UIS Database_Sep2007",2000,30919,"Middle East & North Africa"
"291","BHR","Bahrain","Male","UNESCO_UIS Database_Sep2007",2001,30516,"Middle East & North Africa"
"292","BHR","Bahrain","Male","UNESCO_UIS Database_Sep2007",1999,28901,"Middle East & North Africa"
"293","BHR","Bahrain","Male","UNESCO_UIS Database_Sep2007",2005,35846,"Middle East & North Africa"
"294","BHR","Bahrain","Male","UNESCO_UIS Database_Sep2007",2000,30139,"Middle East & North Africa"
"295","BHS","Bahamas","Female","UNESCO_UIS Database_Sep2007",1999,13154,"Latin America & Caribbean"
"296","BHS","Bahamas","Female","UNESCO_UIS Database_Sep2007",2000,13135,"Latin America & Caribbean"
"297","BHS","Bahamas","Female","UNESCO_UIS Database_Sep2007",2002,16182,"Latin America & Caribbean"
"298","BHS","Bahamas","Male","UNESCO_UIS Database_Sep2007",2003,14911,"Latin America & Caribbean"
"299","BHS","Bahamas","Male","UNESCO_UIS Database_Sep2007",2004,15545,"Latin America & Caribbean"
"300","BHS","Bahamas","Female","UNESCO_UIS Database_Sep2007",2003,15074,"Latin America & Caribbean"
"301","BHS","Bahamas","Female","UNESCO_UIS Database_Sep2007",2001,13423,"Latin America & Caribbean"
"302","BHS","Bahamas","Female","UNESCO_UIS Database_Sep2007",2004,15312,"Latin America & Caribbean"
"303","BHS","Bahamas","Female","UNESCO_UIS Database_Sep2007",2005,15950,"Latin America & Caribbean"
"304","BHS","Bahamas","Male","UNESCO_UIS Database_Sep2007",2005,16139,"Latin America & Caribbean"
"305","BHS","Bahamas","Male","UNESCO_UIS Database_Sep2007",2001,14337,"Latin America & Caribbean"
"306","BHS","Bahamas","Male","UNESCO_UIS Database_Sep2007",2002,15531,"Latin America & Caribbean"
"307","BHS","Bahamas","Male","UNESCO_UIS Database_Sep2007",1999,13460,"Latin America & Caribbean"
"308","BHS","Bahamas","Male","UNESCO_UIS Database_Sep2007",2000,13960,"Latin America & Caribbean"
"309","BLR","Belarus","Female","UNESCO_UIS Database_Sep2007",1999,491132,"Europe & Central Asia"
"310","BLR","Belarus","Female","UNESCO_UIS Database_Sep2007",2000,499342,"Europe & Central Asia"
"311","BLR","Belarus","Male","UNESCO_UIS Database_Sep2007",2004,493568,"Europe & Central Asia"
"312","BLR","Belarus","Male","UNESCO_UIS Database_Sep2007",2000,502415,"Europe & Central Asia"
"313","BLR","Belarus","Male","UNESCO_UIS Database_Sep2007",2001,497455,"Europe & Central Asia"
"314","BLR","Belarus","Male","UNESCO_UIS Database_Sep2007",1999,487364,"Europe & Central Asia"
"315","BLR","Belarus","Female","UNESCO_UIS Database_Sep2007",2002,488377,"Europe & Central Asia"
"316","BLR","Belarus","Female","UNESCO_UIS Database_Sep2007",2003,494484,"Europe & Central Asia"
"317","BLR","Belarus","Male","UNESCO_UIS Database_Sep2007",2005,472521,"Europe & Central Asia"
"318","BLR","Belarus","Male","UNESCO_UIS Database_Sep2007",2003,503276,"Europe & Central Asia"
"319","BLR","Belarus","Male","UNESCO_UIS Database_Sep2007",2002,493853,"Europe & Central Asia"
"320","BLR","Belarus","Female","UNESCO_UIS Database_Sep2007",2001,494939,"Europe & Central Asia"
"321","BLR","Belarus","Female","UNESCO_UIS Database_Sep2007",2005,455967,"Europe & Central Asia"
"322","BLR","Belarus","Female","UNESCO_UIS Database_Sep2007",2004,476200,"Europe & Central Asia"
"323","BLZ","Belize","Female","UNESCO_UIS Database_Sep2007",2000,11820,"Latin America & Caribbean"
"324","BLZ","Belize","Female","UNESCO_UIS Database_Sep2007",1999,11097,"Latin America & Caribbean"
"325","BLZ","Belize","Male","UNESCO_UIS Database_Sep2007",2005,15786,"Latin America & Caribbean"
"326","BLZ","Belize","Male","UNESCO_UIS Database_Sep2007",2001,11994,"Latin America & Caribbean"
"327","BLZ","Belize","Male","UNESCO_UIS Database_Sep2007",1999,10562,"Latin America & Caribbean"
"328","BLZ","Belize","Male","UNESCO_UIS Database_Sep2007",2000,11415,"Latin America & Caribbean"
"329","BLZ","Belize","Female","UNESCO_UIS Database_Sep2007",2003,14109,"Latin America & Caribbean"
"330","BLZ","Belize","Female","UNESCO_UIS Database_Sep2007",2005,15591,"Latin America & Caribbean"
"331","BLZ","Belize","Male","UNESCO_UIS Database_Sep2007",2003,13771,"Latin America & Caribbean"
"332","BLZ","Belize","Male","UNESCO_UIS Database_Sep2007",2004,15522,"Latin America & Caribbean"
"333","BLZ","Belize","Male","UNESCO_UIS Database_Sep2007",2002,12716,"Latin America & Caribbean"
"334","BLZ","Belize","Female","UNESCO_UIS Database_Sep2007",2001,12401,"Latin America & Caribbean"
"335","BLZ","Belize","Female","UNESCO_UIS Database_Sep2007",2002,12888,"Latin America & Caribbean"
"336","BLZ","Belize","Female","UNESCO_UIS Database_Sep2007",2004,15702,"Latin America & Caribbean"
"337","BMU","Bermuda","Female","UNESCO_UIS Database_Sep2007",1999,2334,"North America"
"338","BMU","Bermuda","Male","UNESCO_UIS Database_Sep2007",2005,2262,"North America"
"339","BMU","Bermuda","Female","UNESCO_UIS Database_Sep2007",2005,2494,"North America"
"340","BMU","Bermuda","Male","UNESCO_UIS Database_Sep2007",1999,2232,"North America"
"341","BMU","Bermuda","Male","UNESCO_UIS Database_Sep2007",2000,2232,"North America"
"342","BMU","Bermuda","Female","UNESCO_UIS Database_Sep2007",2004,2549,"North America"
"343","BMU","Bermuda","Male","UNESCO_UIS Database_Sep2007",2002,2215,"North America"
"344","BMU","Bermuda","Male","UNESCO_UIS Database_Sep2007",2003,2216,"North America"
"345","BMU","Bermuda","Male","UNESCO_UIS Database_Sep2007",2004,2254,"North America"
"346","BMU","Bermuda","Male","UNESCO_UIS Database_Sep2007",2001,2232,"North America"
"347","BMU","Bermuda","Female","UNESCO_UIS Database_Sep2007",2002,2350,"North America"
"348","BMU","Bermuda","Female","UNESCO_UIS Database_Sep2007",2000,2334,"North America"
"349","BMU","Bermuda","Female","UNESCO_UIS Database_Sep2007",2001,2334,"North America"
"350","BMU","Bermuda","Female","UNESCO_UIS Database_Sep2007",2003,2444,"North America"
"351","BOL","Bolivia","Male","UNESCO_UIS Database_Sep2007",2004,540978,"Latin America & Caribbean"
"352","BOL","Bolivia","Male","UNESCO_UIS Database_Sep2007",2005,540978,"Latin America & Caribbean"
"353","BOL","Bolivia","Female","UNESCO_UIS Database_Sep2007",2004,507903,"Latin America & Caribbean"
"354","BOL","Bolivia","Female","UNESCO_UIS Database_Sep2007",2005,507903,"Latin America & Caribbean"
"355","BOL","Bolivia","Male","UNESCO_UIS Database_Sep2007",1999,434854,"Latin America & Caribbean"
"356","BOL","Bolivia","Male","UNESCO_UIS Database_Sep2007",2001,478543,"Latin America & Caribbean"
"357","BOL","Bolivia","Male","UNESCO_UIS Database_Sep2007",2002,514897,"Latin America & Caribbean"
"358","BOL","Bolivia","Male","UNESCO_UIS Database_Sep2007",2003,540978,"Latin America & Caribbean"
"359","BOL","Bolivia","Male","UNESCO_UIS Database_Sep2007",2000,453869,"Latin America & Caribbean"
"360","BOL","Bolivia","Female","UNESCO_UIS Database_Sep2007",1999,394905,"Latin America & Caribbean"
"361","BOL","Bolivia","Female","UNESCO_UIS Database_Sep2007",2000,422972,"Latin America & Caribbean"
"362","BOL","Bolivia","Female","UNESCO_UIS Database_Sep2007",2001,447647,"Latin America & Caribbean"
"363","BOL","Bolivia","Female","UNESCO_UIS Database_Sep2007",2003,507903,"Latin America & Caribbean"
"364","BOL","Bolivia","Female","UNESCO_UIS Database_Sep2007",2002,481680,"Latin America & Caribbean"
"365","BRA","Brazil","Male","UNESCO_UIS Database_Sep2007",2001,12798647,"Latin America & Caribbean"
"366","BRA","Brazil","Female","UNESCO_UIS Database_Sep2007",2003,12726010,"Latin America & Caribbean"
"367","BRA","Brazil","Male","UNESCO_UIS Database_Sep2007",2002,12977257,"Latin America & Caribbean"
"368","BRA","Brazil","Male","UNESCO_UIS Database_Sep2007",2003,11866559,"Latin America & Caribbean"
"369","BRA","Brazil","Male","UNESCO_UIS Database_Sep2007",1999,12039174,"Latin America & Caribbean"
"370","BRA","Brazil","Male","UNESCO_UIS Database_Sep2007",2000,12621393,"Latin America & Caribbean"
"371","BRA","Brazil","Female","UNESCO_UIS Database_Sep2007",2004,12964314,"Latin America & Caribbean"
"372","BRA","Brazil","Female","UNESCO_UIS Database_Sep2007",2005,12964314,"Latin America & Caribbean"
"373","BRA","Brazil","Female","UNESCO_UIS Database_Sep2007",2001,13642601,"Latin America & Caribbean"
"374","BRA","Brazil","Male","UNESCO_UIS Database_Sep2007",2004,12163189,"Latin America & Caribbean"
"375","BRA","Brazil","Female","UNESCO_UIS Database_Sep2007",1999,12943725,"Latin America & Caribbean"
"376","BRA","Brazil","Male","UNESCO_UIS Database_Sep2007",2005,12163189,"Latin America & Caribbean"
"377","BRA","Brazil","Female","UNESCO_UIS Database_Sep2007",2002,13811953,"Latin America & Caribbean"
"378","BRA","Brazil","Female","UNESCO_UIS Database_Sep2007",2000,13475477,"Latin America & Caribbean"
"379","BRB","Barbados","Female","UNESCO_UIS Database_Sep2007",2004,10576,"Latin America & Caribbean"
"380","BRB","Barbados","Male","UNESCO_UIS Database_Sep2007",2004,10724,"Latin America & Caribbean"
"381","BRB","Barbados","Male","UNESCO_UIS Database_Sep2007",2005,10848,"Latin America & Caribbean"
"382","BRB","Barbados","Male","UNESCO_UIS Database_Sep2007",2001,10555,"Latin America & Caribbean"
"383","BRB","Barbados","Male","UNESCO_UIS Database_Sep2007",2002,10556,"Latin America & Caribbean"
"384","BRB","Barbados","Male","UNESCO_UIS Database_Sep2007",1999,10780,"Latin America & Caribbean"
"385","BRB","Barbados","Male","UNESCO_UIS Database_Sep2007",2000,10454,"Latin America & Caribbean"
"386","BRB","Barbados","Female","UNESCO_UIS Database_Sep2007",2000,10562,"Latin America & Caribbean"
"387","BRB","Barbados","Female","UNESCO_UIS Database_Sep2007",2001,10311,"Latin America & Caribbean"
"388","BRB","Barbados","Male","UNESCO_UIS Database_Sep2007",2003,10529,"Latin America & Caribbean"
"389","BRB","Barbados","Female","UNESCO_UIS Database_Sep2007",1999,11061,"Latin America & Caribbean"
"390","BRB","Barbados","Female","UNESCO_UIS Database_Sep2007",2005,10570,"Latin America & Caribbean"
"391","BRB","Barbados","Female","UNESCO_UIS Database_Sep2007",2002,10316,"Latin America & Caribbean"
"392","BRB","Barbados","Female","UNESCO_UIS Database_Sep2007",2003,10418,"Latin America & Caribbean"
"393","BRN","Brunei","Male","UNESCO_UIS Database_Sep2007",2002,19641,"East Asia & Pacific"
"394","BRN","Brunei","Female","UNESCO_UIS Database_Sep2007",2003,19726,"East Asia & Pacific"
"395","BRN","Brunei","Female","UNESCO_UIS Database_Sep2007",2004,20676,"East Asia & Pacific"
"396","BRN","Brunei","Female","UNESCO_UIS Database_Sep2007",2005,21434,"East Asia & Pacific"
"397","BRN","Brunei","Male","UNESCO_UIS Database_Sep2007",2000,17637,"East Asia & Pacific"
"398","BRN","Brunei","Male","UNESCO_UIS Database_Sep2007",2001,18641,"East Asia & Pacific"
"399","BRN","Brunei","Female","UNESCO_UIS Database_Sep2007",2000,17572,"East Asia & Pacific"
"400","BRN","Brunei","Male","UNESCO_UIS Database_Sep2007",1999,16954,"East Asia & Pacific"
"401","BRN","Brunei","Male","UNESCO_UIS Database_Sep2007",2003,20296,"East Asia & Pacific"
"402","BRN","Brunei","Female","UNESCO_UIS Database_Sep2007",1999,17472,"East Asia & Pacific"
"403","BRN","Brunei","Male","UNESCO_UIS Database_Sep2007",2004,21491,"East Asia & Pacific"
"404","BRN","Brunei","Male","UNESCO_UIS Database_Sep2007",2005,22466,"East Asia & Pacific"
"405","BRN","Brunei","Female","UNESCO_UIS Database_Sep2007",2002,19051,"East Asia & Pacific"
"406","BRN","Brunei","Female","UNESCO_UIS Database_Sep2007",2001,18345,"East Asia & Pacific"
"407","BTN","Bhutan","Male","UNESCO_UIS Database_Sep2007",2004,22274,"South Asia"
"408","BTN","Bhutan","Male","UNESCO_UIS Database_Sep2007",2005,22274,"South Asia"
"409","BTN","Bhutan","Female","UNESCO_UIS Database_Sep2007",2005,19870,"South Asia"
"410","BTN","Bhutan","Male","UNESCO_UIS Database_Sep2007",1999,11238,"South Asia"
"411","BTN","Bhutan","Male","UNESCO_UIS Database_Sep2007",2000,12878,"South Asia"
"412","BTN","Bhutan","Male","UNESCO_UIS Database_Sep2007",2001,14347,"South Asia"
"413","BTN","Bhutan","Male","UNESCO_UIS Database_Sep2007",2002,15936,"South Asia"
"414","BTN","Bhutan","Male","UNESCO_UIS Database_Sep2007",2003,15936,"South Asia"
"415","BTN","Bhutan","Female","UNESCO_UIS Database_Sep2007",2001,11964,"South Asia"
"416","BTN","Bhutan","Female","UNESCO_UIS Database_Sep2007",2003,13258,"South Asia"
"417","BTN","Bhutan","Female","UNESCO_UIS Database_Sep2007",1999,8885,"South Asia"
"418","BTN","Bhutan","Female","UNESCO_UIS Database_Sep2007",2000,10423,"South Asia"
"419","BTN","Bhutan","Female","UNESCO_UIS Database_Sep2007",2004,19870,"South Asia"
"420","BTN","Bhutan","Female","UNESCO_UIS Database_Sep2007",2002,13258,"South Asia"
"421","BWA","Botswana","Male","UNESCO_UIS Database_Sep2007",1999,76583,"Sub-Saharan Africa"
"422","BWA","Botswana","Female","UNESCO_UIS Database_Sep2007",1999,81132,"Sub-Saharan Africa"
"423","BWA","Botswana","Female","UNESCO_UIS Database_Sep2007",2000,83057,"Sub-Saharan Africa"
"424","BWA","Botswana","Female","UNESCO_UIS Database_Sep2007",2001,83281,"Sub-Saharan Africa"
"425","BWA","Botswana","Female","UNESCO_UIS Database_Sep2007",2003,85785,"Sub-Saharan Africa"
"426","BWA","Botswana","Female","UNESCO_UIS Database_Sep2007",2004,86559,"Sub-Saharan Africa"
"427","BWA","Botswana","Female","UNESCO_UIS Database_Sep2007",2005,84214,"Sub-Saharan Africa"
"428","BWA","Botswana","Female","UNESCO_UIS Database_Sep2007",2002,84909,"Sub-Saharan Africa"
"429","BWA","Botswana","Male","UNESCO_UIS Database_Sep2007",2005,81163,"Sub-Saharan Africa"
"430","BWA","Botswana","Male","UNESCO_UIS Database_Sep2007",2004,83168,"Sub-Saharan Africa"
"431","BWA","Botswana","Male","UNESCO_UIS Database_Sep2007",2000,79606,"Sub-Saharan Africa"
"432","BWA","Botswana","Male","UNESCO_UIS Database_Sep2007",2001,80073,"Sub-Saharan Africa"
"433","BWA","Botswana","Male","UNESCO_UIS Database_Sep2007",2002,81091,"Sub-Saharan Africa"
"434","BWA","Botswana","Male","UNESCO_UIS Database_Sep2007",2003,81130,"Sub-Saharan Africa"
"435","CAN","Canada","Female","UNESCO_UIS Database_Sep2007",2001,1316517,"North America"
"436","CAN","Canada","Female","UNESCO_UIS Database_Sep2007",2003,1441508,"North America"
"437","CAN","Canada","Female","UNESCO_UIS Database_Sep2007",1999,1274114,"North America"
"438","CAN","Canada","Female","UNESCO_UIS Database_Sep2007",2000,1274114,"North America"
"439","CAN","Canada","Male","UNESCO_UIS Database_Sep2007",2003,1557736,"North America"
"440","CAN","Canada","Female","UNESCO_UIS Database_Sep2007",2002,1316517,"North America"
"441","CAN","Canada","Male","UNESCO_UIS Database_Sep2007",2005,1557736,"North America"
"442","CAN","Canada","Female","UNESCO_UIS Database_Sep2007",2005,1441508,"North America"
"443","CAN","Canada","Male","UNESCO_UIS Database_Sep2007",1999,1347343,"North America"
"444","CAN","Canada","Female","UNESCO_UIS Database_Sep2007",2004,1441508,"North America"
"445","CAN","Canada","Male","UNESCO_UIS Database_Sep2007",2004,1557736,"North America"
"446","CAN","Canada","Male","UNESCO_UIS Database_Sep2007",2001,1392508,"North America"
"447","CAN","Canada","Male","UNESCO_UIS Database_Sep2007",2000,1347343,"North America"
"448","CAN","Canada","Male","UNESCO_UIS Database_Sep2007",2002,1392508,"North America"
"449","CHE","Switzerland","Female","UNESCO_UIS Database_Sep2007",1999,254777,"Europe & Central Asia"
"450","CHE","Switzerland","Female","UNESCO_UIS Database_Sep2007",2001,261388,"Europe & Central Asia"
"451","CHE","Switzerland","Female","UNESCO_UIS Database_Sep2007",2002,259863,"Europe & Central Asia"
"452","CHE","Switzerland","Female","UNESCO_UIS Database_Sep2007",2003,262486,"Europe & Central Asia"
"453","CHE","Switzerland","Female","UNESCO_UIS Database_Sep2007",2000,257991,"Europe & Central Asia"
"454","CHE","Switzerland","Female","UNESCO_UIS Database_Sep2007",2005,271859,"Europe & Central Asia"
"455","CHE","Switzerland","Male","UNESCO_UIS Database_Sep2007",1999,289656,"Europe & Central Asia"
"456","CHE","Switzerland","Male","UNESCO_UIS Database_Sep2007",2000,291378,"Europe & Central Asia"
"457","CHE","Switzerland","Male","UNESCO_UIS Database_Sep2007",2001,292230,"Europe & Central Asia"
"458","CHE","Switzerland","Male","UNESCO_UIS Database_Sep2007",2002,290454,"Europe & Central Asia"
"459","CHE","Switzerland","Male","UNESCO_UIS Database_Sep2007",2003,293019,"Europe & Central Asia"
"460","CHE","Switzerland","Male","UNESCO_UIS Database_Sep2007",2004,297817,"Europe & Central Asia"
"461","CHE","Switzerland","Male","UNESCO_UIS Database_Sep2007",2005,302924,"Europe & Central Asia"
"462","CHE","Switzerland","Female","UNESCO_UIS Database_Sep2007",2004,265884,"Europe & Central Asia"
"463","CHL","Chile","Female","UNESCO_UIS Database_Sep2007",2003,770414,"Latin America & Caribbean"
"464","CHL","Chile","Female","UNESCO_UIS Database_Sep2007",1999,654039,"Latin America & Caribbean"
"465","CHL","Chile","Female","UNESCO_UIS Database_Sep2007",2000,691798,"Latin America & Caribbean"
"466","CHL","Chile","Female","UNESCO_UIS Database_Sep2007",2002,742407,"Latin America & Caribbean"
"467","CHL","Chile","Male","UNESCO_UIS Database_Sep2007",2003,786706,"Latin America & Caribbean"
